OriginalID,FinalID,OriginalTraitName,OriginalTraitDef,StandardisedTraitName,StandardisedTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,StandardisedTraitValue,StandardisedTraitUnit,StandardisedErrorPos,StandardisedErrorNeg,StandardisedErrorUnit,Replicates,Habitat,Labfield,ArenaValue,ArenaUnit,ArenaValueSI,ArenaUnitSI,AmbientTemp,AmbientTempMethod,AmbientTempUnit,AmbientLight,AmbientLightUnit,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,EquilibTimeValue,EquilibTimeUnit,ObsTimeValue,ObsTimeUnit,ObsTimeValueSI,ObsTimeUnitSI,ObsTimeNotes,ResRepValue,ResRepUnit,ResRepValueSI,ResRepUnitSI,Climate,Location,LocationType,LocationDate,CoordinateType,Latitude,Longitude,TaxaPresent,TraitMotivation,TraitOrg,TraitRelevantTaxa,Consumer,ConCommon,ConWholePart,ConWholePartType,ConIDLevel,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConTrophic,ConTrophicGroup_citation,ConType,ConStage,ConThermy,ConTemp,ConTempUnit,ConTempMethod,ConLabGrowthTemp,ConLabGrowthTempUnit,ConLabGrowthDur,ConLabGrowthDurUnit,ConAcc,ConAccTemp,ConAccTempNotes,ConAccTime,ConAccTimeNotes,ConAccTimeUnit,ConOrigTemp,ConOrigTempNotes,ConOrigTime,ConOrigTimeNotes,ConOrigTimeUnit,ConSize,ConSizeUnit,ConSizeType,ConSizeSI,ConSizeUnitSI,ConDenValue,ConDenUnit,ConDenTypeSI,ConDenValueSI,ConDenUnitSI,ConMassValueSI,ConMassUnitSI,ConTimeTestTemp,ConTimeTestTempNotes,ConTimeTestTempUnit,ConTimeTestTempSI,ConTimeTestTempUnitSI,Resource,ResCommon,ResIDLevel,ResKingdom,ResPhylum,ResClass,ResOrder,ResFamily,ResGenus,ResSpecies,ResTrophic,ResTrophicGroup_citation,ResType,ResStage,ResThermy,ResTemp,ResTempUnit,ResTempMethod,ResLabGrowthTemp,ResLabGrowthTempUnit,ResLabGrowthDur,ResLabGrowthDurUnit,ResAcc,ResAccTemp,ResAccTempNotes,ResAccTime,ResAccTimeNotes,ResAccTimeUnit,ResOrigTemp,ResOrigTempNotes,ResOrigTime,ResOrigTimeNotes,ResOrigTimeUnit,ResSize,ResSizeUnit,ResSizeType,ResSizeSI,ResSizeUnitSI,ResDenValue,ResDenUnit,ResDenTypeSI,ResDenValueSI,ResDenUnitSI,ResMassValueSI,ResMassUnitSI,ResTimeTestTemp,ResTimeTestTempNotes,ResTimeTestTempUnit,ResTimeTestTempSI,ResTimeTestTempUnitSI,PhysicalProcess,PhysicalProcess_1,PhysicalProcess_2,ElectronDonorCommon,ElectronDonorFormula,ElectronAcceptorCommon,ElectronAcceptorFormula,CitationID,Citation,DOI,Published,FigureTable,Notes,SubmittedBy,ContributorEmail,ManualCheck
Franzmann_1997_M_frigidum,NA,Specific Growth,Specific growth estimated from methane accumulation,Specific Growth Rate,NA,0.129327,d^-1,NA,NA,NA,0.0000015,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,16.9788,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantis II Deep, Red Sea",Organism,NA,NA,21.23,38.04,consumer,NA,population,NA,Methanogenium frigidum,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,NA,NA,NA,NA,ectotherm,16.9788,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",10.1099/00207713-47-4-1068,TRUE,Fig 2,NA,Joss Thomas,NA,NA
Franzmann_1997_M_frigidum,NA,Specific Growth,Specific growth estimated from methane accumulation,Specific Growth Rate,NA,0.117512,d^-1,NA,NA,NA,0.00000136,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,16.9823,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantis II Deep, Red Sea",Organism,NA,NA,21.23,38.04,consumer,NA,population,NA,Methanogenium frigidum,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,NA,NA,NA,NA,ectotherm,16.9823,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",10.1099/00207713-47-4-1068,TRUE,Fig 2,NA,Joss Thomas,NA,NA
Franzmann_1997_M_frigidum,NA,Specific Growth,Specific growth estimated from methane accumulation,Specific Growth Rate,NA,0.110836,d^-1,NA,NA,NA,0.00000128,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,17.0282,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantis II Deep, Red Sea",Organism,NA,NA,21.23,38.04,consumer,NA,population,NA,Methanogenium frigidum,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,NA,NA,NA,NA,ectotherm,17.0282,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",10.1099/00207713-47-4-1068,TRUE,Fig 2,NA,Joss Thomas,NA,NA
Franzmann_1997_M_frigidum,NA,Specific Growth,Specific growth estimated from methane accumulation,Specific Growth Rate,NA,0.0944766,d^-1,NA,NA,NA,0.00000109,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,18.9629,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantis II Deep, Red Sea",Organism,NA,NA,21.23,38.04,consumer,NA,population,NA,Methanogenium frigidum,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,NA,NA,NA,NA,ectotherm,18.9629,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",10.1099/00207713-47-4-1068,TRUE,Fig 2,NA,Joss Thomas,NA,NA
Franzmann_1997_M_frigidum,NA,Specific Growth,Specific growth estimated from methane accumulation,Specific Growth Rate,NA,-4.69E-05,d^-1,NA,NA,NA,0,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,18.9474,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantis II Deep, Red Sea",Organism,NA,NA,21.23,38.04,consumer,NA,population,NA,Methanogenium frigidum,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,NA,NA,NA,NA,ectotherm,18.9474,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",10.1099/00207713-47-4-1068,TRUE,Fig 2,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,29.8148,h,NA,NA,NA,0.00000646,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,32.3333,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,32.3333,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,2.75878,h,NA,NA,NA,0.00006979,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,35.3333,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,35.3333,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.96106,h,NA,NA,NA,0.00009818,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,37.3333,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,37.3333,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.9943,h,NA,NA,NA,0.00009655,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,39.1333,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,39.1333,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.82811,h,NA,NA,NA,0.00010532,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,41.4667,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,41.4667,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.66192,h,NA,NA,NA,0.00011585,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,43.8,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,43.8,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.59544,h,NA,NA,NA,0.00012068,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,46.1333,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,46.1333,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.59544,h,NA,NA,NA,0.00012068,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,48.2,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,48.2,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.59544,h,NA,NA,NA,0.00012068,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,50.4,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,50.4,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.46249,h,NA,NA,NA,0.00013165,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,52.6667,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,52.6667,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
Harris_1984_FR4,NA,Generation Time,Doubling time inferred from optical density (440nm),Specific Growth Rate,NA,1.36277,h,NA,NA,NA,0.00014129,s^-1,NA,NA,NA,NA,NA,Laboratory,NA,NA,NA,NA,54.8667,NA,Celcius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fritton Lake, Norfolk",Organism,NA,NA,52.54,1.65,consumer,NA,population,NA,Methanogenium frittonii,NA,NA,NA,Species,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,NA,NA,NA,NA,ectotherm,54.8667,Celcius,Inferred (ambient),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H2,Hydrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydrogen,H2,Carbon Dioxide,CO2,NA,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",10.1099/13500872-140-12-3451,TRUE,Fig 4,NA,Joss Thomas,NA,NA
